194, 68, 585, 2018-12-27
195, 55, 284, 2020-05-01
196, 46, 346, 2020-07-31
197, 44, 945, 2019-10-17
198, 52, 174, 2019-10-18
199, 32, 407, 2019-07-20
200, 10, 168, 2019-06-17
201, 13, 122, 2019-11-19
202, 25, 72, 2020-08-09
203, 47, 967, 2019-02-23
204, 57, 323, 2018-10-19
205, 32, 747, 2019-01-29
206, 32, 536, 2019-06-24
207, 13, 780, 2018-10-14
208, 41, 170, 2019-08-15
209, 79, 955, 2019-08-30
210, 79, 531, 2019-04-09
211, 48, 937, 2019-03-03
212, 5, 25, 2019-03-05
213, 79, 137, 2020-06-09
214, 75, 184, 2020-05-19
215, 53, 398, 2019-12-21
216, 27, 755, 2020-03-17
217, 39, 734, 2018-09-23
218, 75, 772, 2019-06-18
219, 61, 21, 2019-04-29
220, 48, 199, 2020-01-19
221, 49, 606, 2018-12-23
222, 1, 228, 2019-09-09
223, 5, 275, 2020-08-19
224, 40, 226, 2020-07-16
225, 19, 985, 2020-05-01
226, 51, 795, 2019-03-15
227, 27, 589, 2019-10-01
228, 25, 130, 2020-04-07
229, 44, 156, 2019-05-20
230, 40, 182, 2020-02-19
231, 45, 95, 2019-11-05
232, 61, 184, 2019-11-01
233, 52, 531, 2019-10-26
234, 16, 755, 2019-12-04
235, 2, 106, 2018-11-24
236, 30, 842, 2019-10-20
237, 67, 308, 2019-09-18
238, 67, 341, 2019-01-19
239, 12, 257, 2019-09-04
240, 16, 572, 2020-04-11
241, 3, 988, 2020-09-15
242, 32, 540, 2019-05-21
243, 52, 332, 2019-01-23
244, 58, 933, 2020-08-13
245, 28, 348, 2019-07-10
246, 22, 190, 2020-07-18
247, 49, 586, 2019-12-15
248, 26, 669, 2019-04-13
249, 22, 337, 2020-06-20
250, 47, 693, 2020-08-27
251, 7, 184, 2018-11-14
252, 12, 427, 2019-08-10
253, 48, 688, 2020-07-12
254, 65, 846, 2019-02-15
255, 73, 998, 2019-12-15
256, 7, 188, 2019-10-15
257, 15, 38, 2019-07-14
258, 36, 823, 2019-03-03
259, 49, 912, 2019-03-03
260, 74, 480, 2018-10-13
261, 77, 203, 2020-08-12
262, 34, 999, 2019-08-28
263, 64, 395, 2019-08-12
264, 26, 198, 2020-08-04
265, 19, 842, 2018-11-21
266, 19, 194, 2019-12-30
267, 36, 926, 2019-12-12
268, 53, 300, 2020-07-23
269, 69, 108, 2020-09-10
270, 37, 253, 2019-05-28
271, 45, 233, 2018-11-04
272, 3, 266, 2019-05-08
273, 55, 659, 2020-08-15
274, 18, 671, 2020-05-10
275, 56, 105, 2020-06-04
276, 47, 481, 2019-12-14
277, 77, 247, 2019-12-02
278, 6, 691, 2019-01-04
279, 38, 606, 2019-05-12
280, 65, 192, 2019-07-22
281, 44, 228, 2018-12-03
282, 16, 784, 2020-06-06
283, 16, 617, 2020-05-23
284, 15, 918, 2019-05-05
285, 41, 707, 2020-04-09
286, 54, 297, 2020-09-15
287, 32, 120, 2020-05-21
288, 2, 940, 2019-04-13
289, 58, 772, 2020-04-23
290, 51, 931, 2018-10-25
291, 30, 808, 2019-02-17
292, 28, 555, 2020-06-23
293, 51, 819, 2019-10-21
294, 54, 669, 2018-10-27
295, 47, 466, 2018-11-17
296, 10, 588, 2020-09-10
297, 26, 341, 2019-10-03
298, 77, 499, 2018-09-20
299, 72, 408, 2020-01-13
300, 28, 175, 2019-12-18
301, 56, 973, 2018-11-26
302, 63, 30, 2020-01-20
303, 42, 919, 2019-10-19
304, 22, 150, 2019-02-27
305, 58, 931, 2019-08-23
306, 63, 830, 2019-08-20
307, 50, 41, 2020-07-10
308, 22, 256, 2019-06-02
309, 2, 107, 2018-11-24
310, 37, 662, 2020-01-30
311, 35, 640, 2019-03-27
312, 30, 255, 2020-01-31
313, 24, 720, 2019-04-01
314, 41, 54, 2019-08-07
315, 17, 262, 2018-12-31
316, 29, 485, 2019-07-25
317, 19, 606, 2020-03-18
318, 69, 388, 2019-11-15
319, 58, 277, 2019-06-07
320, 5, 755, 2020-03-29
321, 44, 541, 2019-01-26
322, 70, 768, 2020-06-19
323, 32, 123, 2019-05-26
324, 18, 62, 2020-06-07
325, 23, 753, 2019-05-18
326, 17, 979, 2018-10-04
327, 37, 291, 2019-02-01
328, 2, 703, 2019-10-14
329, 7, 779, 2019-05-20
330, 69, 614, 2020-03-10
331, 14, 486, 2020-04-20
332, 23, 364, 2020-01-21
333, 51, 39, 2019-05-15
334, 24, 564, 2020-05-08
335, 63, 441, 2020-08-15
336, 77, 604, 2018-10-13
337, 32, 965, 2020-04-15
338, 46, 614, 2019-03-08
339, 55, 807, 2019-03-20
340, 28, 296, 2020-07-10
341, 64, 357, 2019-01-01
342, 5, 82, 2020-05-10
343, 20, 790, 2020-01-09
344, 22, 611, 2020-05-04
345, 20, 100, 2020-05-14
346, 28, 409, 2019-12-31
347, 80, 47, 2019-09-20
348, 3, 490, 2019-05-18
349, 33, 867, 2018-12-28
350, 4, 169, 2019-10-16
351, 64, 427, 2020-03-26
352, 31, 774, 2019-12-01
353, 19, 478, 2019-07-22
354, 64, 384, 2019-05-24
355, 42, 103, 2018-10-06
356, 32, 113, 2018-12-26
357, 44, 327, 2019-10-31
358, 67, 661, 2019-01-28
359, 41, 740, 2019-07-20
360, 40, 890, 2020-04-02
361, 11, 873, 2020-01-21
362, 53, 376, 2019-09-07
363, 16, 686, 2019-10-06
364, 63, 97, 2019-04-07
365, 46, 131, 2020-04-26
366, 36, 867, 2019-02-19
367, 79, 224, 2020-05-06
368, 66, 391, 2020-03-26
369, 20, 455, 2019-04-12
370, 47, 952, 2020-07-24
371, 33, 503, 2019-11-22
372, 9, 969, 2019-05-17
373, 24, 130, 2019-12-23
374, 70, 95, 2019-11-09
375, 55, 855, 2020-07-24
376, 32, 944, 2020-05-13
377, 2, 52, 2020-05-05
378, 12, 373, 2019-04-12
379, 5, 893, 2019-12-12
380, 57, 350, 2019-01-08
381, 22, 106, 2018-09-21
382, 53, 907, 2019-11-12
383, 51, 552, 2020-06-08
384, 66, 763, 2018-12-14
385, 48, 177, 2018-11-12
386, 48, 404, 2019-11-03
387, 35, 525, 2019-03-02
388, 32, 623, 2018-11-19
389, 50, 310, 2018-09-27
390, 23, 275, 2018-09-18
391, 78, 291, 2019-08-09
392, 56, 252, 2018-10-24
393, 12, 622, 2020-04-03
394, 38, 282, 2019-06-02
395, 22, 176, 2019-06-02
396, 2, 911, 2018-12-31
397, 37, 45, 2019-07-26
398, 40, 347, 2020-04-07
399, 44, 131, 2019-10-11
400, 24, 89, 2019-06-02
401, 29, 837, 2020-02-06
402, 66, 898, 2019-03-06
403, 45, 75, 2020-08-16
404, 27, 196, 2020-02-17
405, 34, 521, 2020-08-06
406, 70, 281, 2019-03-08
407, 65, 591, 2019-08-14
408, 31, 817, 2019-11-09
409, 35, 326, 2019-04-24
410, 24, 551, 2019-12-05
411, 17, 841, 2019-10-09
412, 73, 199, 2019-07-01
413, 58, 129, 2018-10-31
414, 47, 411, 2020-07-19
415, 38, 723, 2018-12-04
416, 77, 186, 2018-12-21
417, 21, 113, 2019-10-21
418, 31, 735, 2019-06-03
419, 19, 437, 2020-05-03
420, 12, 287, 2018-10-06
421, 60, 544, 2019-02-15
422, 78, 845, 2019-06-24
423, 72, 954, 2019-12-10
424, 26, 213, 2019-11-08
425, 65, 534, 2019-06-24
426, 79, 58, 2019-09-29
427, 5, 158, 2019-12-04
428, 17, 900, 2020-05-10
429, 79, 305, 2019-04-23
430, 46, 382, 2019-05-03
431, 50, 138, 2020-02-15
432, 16, 756, 2019-04-07
433, 65, 327, 2019-08-29
434, 65, 209, 2019-09-10
435, 21, 951, 2018-09-23
436, 52, 829, 2019-12-23
437, 69, 382, 2019-07-12
438, 51, 926, 2019-06-13
439, 50, 26, 2018-11-22
440, 29, 576, 2019-04-03
441, 49, 272, 2020-07-15
442, 73, 890, 2019-07-07
443, 27, 76, 2018-10-26
444, 33, 505, 2020-07-03
445, 58, 564, 2019-03-21
446, 12, 11, 2020-08-03
447, 53, 95, 2020-07-09
448, 71, 322, 2019-01-18
449, 62, 285, 2020-01-05
450, 40, 997, 2018-11-26
451, 77, 467, 2019-09-15
452, 33, 873, 2019-08-07
453, 71, 71, 2020-08-16
454, 75, 916, 2019-03-07
455, 57, 289, 2020-01-19
456, 73, 198, 2020-05-23
457, 7, 730, 2019-09-04
458, 12, 361, 2019-03-29
459, 43, 893, 2020-06-12
460, 58, 996, 2019-02-09
461, 11, 879, 2019-12-01
462, 24, 384, 2019-02-23
463, 53, 15, 2018-12-02
464, 26, 477, 2019-05-28
465, 51, 528, 2018-12-13
466, 71, 572, 2018-12-07
467, 54, 250, 2018-11-29
468, 78, 367, 2019-03-27
469, 44, 664, 2019-05-25
470, 8, 659, 2020-03-29
471, 1, 117, 2020-05-08
472, 31, 413, 2020-04-19
473, 50, 681, 2020-06-04
474, 79, 388, 2020-03-02
475, 72, 214, 2019-09-08
476, 23, 352, 2020-04-15
477, 78, 860, 2019-05-09
478, 5, 878, 2019-02-22
479, 77, 720, 2019-07-14
480, 14, 944, 2019-01-18
481, 74, 106, 2019-09-11
482, 64, 934, 2020-08-18
483, 68, 537, 2018-09-26
484, 2, 992, 2019-12-06
485, 56, 452, 2018-11-27
486, 63, 916, 2020-09-11
487, 30, 161, 2019-07-02
488, 16, 211, 2019-06-06
489, 19, 591, 2019-09-09
490, 4, 884, 2019-12-09
491, 63, 10, 2020-09-07
492, 46, 381, 2020-07-07
493, 39, 936, 2020-01-24
494, 28, 876, 2018-11-08
495, 13, 200, 2018-11-20
496, 36, 713, 2019-08-16
497, 77, 296, 2020-05-25
498, 10, 384, 2019-02-24
499, 32, 581, 2019-12-23
500, 71, 450, 2018-09-29
501, 2, 40, 2019-05-15
502, 32, 145, 2019-01-18
503, 14, 637, 2019-09-21
504, 67, 309, 2019-02-19
505, 42, 30, 2019-07-30
506, 1, 770, 2019-04-30
507, 78, 649, 2020-01-29
508, 56, 588, 2020-06-23
509, 50, 441, 2019-04-14
510, 19, 890, 2020-08-30
511, 8, 926, 2020-08-03
512, 5, 892, 2019-09-03
513, 45, 820, 2019-12-14
514, 63, 454, 2019-08-29
515, 70, 810, 2018-12-29
516, 32, 974, 2019-06-01
517, 35, 174, 2019-05-07
518, 5, 823, 2019-11-19
519, 10, 745, 2020-09-05
520, 2, 196, 2018-11-15
521, 46, 761, 2019-10-12
522, 56, 859, 2019-03-18
523, 69, 903, 2020-03-12
524, 79, 44, 2020-08-25
525, 40, 576, 2018-12-18
526, 17, 953, 2020-04-16
527, 48, 37, 2020-09-04
528, 13, 128, 2019-09-11
529, 50, 313, 2020-03-07
530, 78, 64, 2020-07-01
531, 49, 687, 2019-07-09
532, 38, 397, 2020-02-18
533, 69, 809, 2020-01-24
534, 11, 281, 2019-11-13
535, 37, 754, 2019-07-22
536, 41, 838, 2020-08-02
537, 15, 481, 2018-10-30
538, 39, 695, 2019-12-16
539, 67, 203, 2019-02-14
540, 38, 538, 2020-06-03
541, 9, 758, 2019-09-07
542, 76, 620, 2020-01-03
543, 1, 183, 2020-08-26
544, 6, 173, 2020-07-28
545, 25, 85, 2020-03-18
546, 20, 53, 2020-08-06
547, 63, 537, 2020-08-18
548, 53, 424, 2019-07-20
549, 69, 332, 2020-06-17
550, 13, 945, 2020-07-22
551, 80, 232, 2019-12-14
552, 35, 46, 2020-09-11
553, 10, 401, 2019-02-06
554, 68, 320, 2020-08-20
555, 29, 704, 2020-07-24
556, 70, 709, 2019-02-13
557, 30, 330, 2019-05-26
558, 63, 455, 2020-03-03
559, 44, 142, 2018-12-13
560, 40, 947, 2019-10-31
561, 28, 654, 2020-08-27
562, 54, 339, 2019-07-12
563, 27, 983, 2019-03-17
564, 4, 620, 2019-06-14
565, 5, 287, 2019-08-13
566, 78, 128, 2019-07-21
567, 37, 492, 2020-06-21
568, 41, 267, 2019-11-30
569, 59, 485, 2019-03-07
570, 34, 752, 2019-06-25
571, 26, 62, 2019-01-24
572, 5, 923, 2020-04-03
573, 48, 284, 2019-02-04
574, 31, 594, 2019-06-22
575, 30, 24, 2020-03-05
576, 46, 717, 2020-09-10
577, 29, 594, 2020-04-07
578, 58, 153, 2019-05-21
579, 73, 542, 2019-05-05
580, 34, 988, 2018-12-25
581, 31, 483, 2020-08-01
582, 44, 666, 2019-12-27
583, 34, 493, 2019-12-10
584, 32, 655, 2019-01-14
585, 56, 550, 2018-10-28
586, 25, 723, 2020-03-23
587, 10, 317, 2020-07-10
588, 14, 283, 2020-06-16
589, 15, 473, 2019-01-30
590, 13, 290, 2019-10-15
591, 4, 56, 2020-04-08
592, 42, 203, 2019-03-14
593, 50, 188, 2019-06-18
594, 34, 532, 2019-11-12
595, 11, 206, 2019-02-15
596, 29, 440, 2018-11-25
597, 9, 213, 2019-02-06
598, 54, 207, 2019-07-03
599, 34, 267, 2020-08-25
600, 77, 577, 2019-06-30
601, 65, 171, 2019-02-16
602, 15, 653, 2019-03-05
603, 26, 469, 2019-09-22
604, 6, 539, 2019-06-26
605, 67, 541, 2019-04-09
606, 30, 144, 2019-05-28
607, 67, 262, 2019-10-22
608, 77, 511, 2020-07-30
609, 30, 896, 2019-12-26
610, 33, 249, 2018-11-10
611, 48, 334, 2019-08-27
612, 71, 38, 2020-04-15
613, 28, 593, 2020-09-09
614, 70, 697, 2019-02-09
615, 47, 50, 2019-01-02
616, 28, 567, 2018-12-30
617, 34, 97, 2019-01-06
618, 20, 679, 2018-12-21
619, 76, 593, 2020-06-26
620, 68, 676, 2019-12-16
621, 6, 692, 2020-02-06
622, 55, 300, 2018-10-30
623, 46, 19, 2020-06-28
624, 75, 506, 2020-03-27
625, 66, 657, 2020-04-28
626, 49, 464, 2020-05-22
627, 74, 452, 2019-02-17
628, 4, 998, 2019-03-02
629, 20, 203, 2018-10-06
630, 50, 208, 2019-07-24
631, 7, 205, 2019-12-01
632, 7, 688, 2019-04-15
633, 3, 295, 2020-01-09
634, 39, 135, 2018-12-23
635, 29, 765, 2018-09-30
636, 74, 278, 2018-10-22
637, 64, 585, 2019-03-15
638, 16, 285, 2020-04-06
639, 8, 335, 2019-02-21
640, 22, 305, 2019-11-13
641, 69, 567, 2019-05-08
642, 29, 56, 2018-11-11
643, 17, 338, 2019-01-23
644, 62, 144, 2020-03-06
645, 61, 78, 2019-12-20
646, 16, 324, 2019-10-26
647, 50, 740, 2019-05-30
648, 68, 582, 2019-07-31
649, 47, 338, 2019-12-06
650, 6, 150, 2019-11-27
651, 64, 941, 2019-01-01
652, 47, 224, 2018-09-28
653, 5, 74, 2018-10-25
654, 26, 635, 2020-07-18
655, 4, 750, 2019-07-27
656, 17, 278, 2019-02-13
657, 11, 700, 2020-06-09
658, 27, 298, 2018-12-23
659, 23, 790, 2019-12-10
660, 66, 353, 2019-04-22
661, 77, 860, 2020-06-18
662, 15, 898, 2019-08-07
663, 35, 360, 2019-01-30
664, 39, 820, 2019-12-03
665, 17, 348, 2020-02-06
666, 13, 697, 2018-10-02
667, 31, 319, 2020-04-18
668, 17, 854, 2020-06-27
669, 7, 922, 2020-04-03
670, 54, 334, 2019-09-17
671, 60, 919, 2018-11-10
672, 76, 401, 2019-04-27
673, 61, 42, 2020-04-13
674, 51, 158, 2019-12-18
675, 3, 741, 2019-02-07
676, 57, 1000, 2019-10-06
677, 43, 532, 2018-11-29
678, 59, 665, 2020-05-11
679, 73, 237, 2019-12-01
680, 47, 444, 2019-08-16
681, 78, 510, 2020-04-24
682, 14, 81, 2019-10-20
683, 9, 47, 2019-04-24
684, 21, 722, 2018-11-01
685, 65, 147, 2020-07-21
686, 64, 789, 2020-02-07
687, 79, 350, 2019-10-17
688, 66, 805, 2020-01-28
689, 79, 580, 2019-01-09
690, 72, 776, 2018-12-05
691, 45, 462, 2020-08-17
692, 9, 103, 2018-09-25
693, 40, 696, 2019-07-09
694, 59, 756, 2019-10-21
695, 6, 243, 2019-07-18
696, 43, 358, 2018-10-28
697, 26, 147, 2019-09-26
698, 32, 786, 2020-04-24
699, 30, 935, 2020-03-11
700, 28, 842, 2019-05-14
701, 15, 996, 2019-11-26
702, 63, 329, 2019-12-19
703, 12, 265, 2020-09-09
704, 4, 638, 2018-11-12
705, 64, 12, 2019-07-21
706, 8, 760, 2019-09-16
707, 41, 513, 2018-09-26
708, 42, 216, 2020-06-15
709, 11, 753, 2020-08-05
710, 12, 988, 2019-01-13
711, 40, 959, 2020-07-14
712, 78, 685, 2019-02-02
713, 7, 459, 2019-04-03
714, 56, 650, 2019-07-02
715, 75, 172, 2018-10-02
716, 18, 950, 2018-10-03
717, 67, 670, 2018-09-27
718, 18, 699, 2019-06-23
719, 41, 67, 2019-01-16
720, 21, 832, 2018-12-23
721, 24, 233, 2018-10-18
722, 33, 372, 2020-05-02
723, 23, 691, 2020-02-04
724, 46, 626, 2019-03-13
725, 64, 197, 2019-09-14
726, 63, 177, 2020-01-17
727, 66, 512, 2020-08-22
728, 62, 115, 2020-01-26
729, 79, 210, 2018-10-27
730, 17, 971, 2020-04-09
731, 52, 711, 2020-06-29
732, 56, 923, 2020-03-23
733, 25, 745, 2020-01-23
734, 45, 357, 2020-09-01
735, 33, 469, 2019-12-11
736, 76, 471, 2019-06-25
737, 11, 957, 2020-02-16
738, 36, 17, 2019-07-05
739, 50, 843, 2020-02-09
740, 11, 544, 2020-08-22
741, 79, 834, 2019-12-30
742, 62, 884, 2020-03-20
743, 3, 908, 2020-05-01
744, 5, 571, 2020-01-02
745, 66, 158, 2019-12-30
746, 32, 909, 2019-08-07
747, 72, 433, 2019-12-09
748, 72, 144, 2019-03-13
749, 10, 193, 2020-01-18
750, 35, 517, 2020-05-23
751, 34, 816, 2019-08-28
752, 22, 407, 2019-10-06
753, 69, 504, 2019-05-12
754, 15, 240, 2019-07-25
755, 79, 638, 2019-03-09
756, 23, 79, 2019-05-21
757, 74, 444, 2020-08-02
758, 49, 530, 2019-09-05
759, 38, 230, 2020-01-26
760, 34, 990, 2019-09-07
761, 43, 806, 2020-04-06
762, 41, 800, 2020-08-17
763, 14, 143, 2019-09-23
764, 76, 723, 2020-03-24
765, 14, 717, 2019-06-06
766, 19, 193, 2020-08-16
767, 62, 862, 2020-04-15
768, 68, 290, 2020-05-17
769, 28, 245, 2019-03-14
770, 51, 133, 2020-02-29
771, 70, 713, 2019-01-06
772, 41, 956, 2020-03-02
773, 73, 147, 2019-03-11
774, 59, 805, 2019-10-23
775, 42, 391, 2020-04-25
776, 44, 86, 2020-08-25
777, 28, 173, 2019-01-18
778, 31, 148, 2020-01-01
779, 17, 118, 2018-11-28
780, 52, 342, 2019-06-04
781, 33, 335, 2019-04-27
782, 54, 77, 2019-01-24
783, 76, 736, 2018-12-06
784, 46, 902, 2018-12-09
785, 41, 777, 2020-04-16
786, 33, 706, 2020-07-06
787, 70, 495, 2020-06-05
788, 38, 566, 2019-12-21
789, 4, 276, 2020-09-07
790, 67, 617, 2019-01-17
791, 30, 17, 2019-12-04
792, 70, 817, 2018-10-08
793, 31, 400, 2019-07-24
794, 20, 427, 2019-06-02
795, 55, 950, 2019-01-12
796, 37, 840, 2018-12-28
797, 48, 83, 2020-07-25
798, 70, 658, 2020-07-25
799, 56, 337, 2018-12-24
800, 71, 659, 2019-04-03
801, 39, 895, 2019-07-04
802, 70, 238, 2019-09-18
803, 10, 580, 2020-06-10
804, 29, 31, 2020-08-04
805, 25, 538, 2018-10-13
806, 70, 317, 2018-10-11
807, 15, 921, 2019-08-13
808, 55, 84, 2020-08-21
809, 41, 582, 2019-05-15
810, 49, 919, 2020-01-27
811, 32, 722, 2019-04-06
812, 33, 279, 2018-11-05
813, 56, 525, 2019-01-07
814, 6, 209, 2018-11-23
815, 11, 649, 2019-08-24
816, 32, 805, 2018-10-27
817, 62, 27, 2020-02-10
818, 20, 286, 2019-04-03
819, 70, 585, 2019-04-11
820, 42, 901, 2019-11-17
821, 51, 632, 2020-06-21
822, 75, 632, 2020-06-10
823, 39, 691, 2018-12-17
824, 50, 12, 2020-03-03
825, 32, 729, 2020-05-20
826, 59, 989, 2019-01-22
827, 22, 77, 2018-10-20
828, 36, 40, 2018-09-23
829, 77, 470, 2020-02-11
830, 19, 686, 2018-10-09
831, 26, 266, 2018-10-27
832, 3, 109, 2018-10-06
833, 8, 956, 2020-06-11
834, 51, 967, 2019-03-01
835, 76, 81, 2019-02-22
836, 54, 756, 2019-08-08
837, 20, 130, 2019-11-11
838, 68, 299, 2019-05-29
839, 43, 333, 2019-02-05
840, 37, 797, 2020-03-17
841, 65, 319, 2018-10-29
842, 57, 437, 2019-01-09
843, 69, 288, 2019-04-22
844, 41, 397, 2018-09-20
845, 18, 100, 2018-10-07
846, 57, 886, 2020-04-22
847, 64, 557, 2019-09-27
848, 10, 491, 2018-12-21
849, 69, 724, 2019-05-17
850, 74, 885, 2020-08-19
851, 33, 752, 2020-02-28
852, 63, 306, 2020-06-02
853, 53, 580, 2020-05-07
854, 72, 858, 2020-05-01
855, 42, 809, 2020-07-02
856, 63, 801, 2019-04-04
857, 21, 474, 2020-06-23
858, 40, 440, 2020-05-20
859, 70, 656, 2020-02-19
860, 38, 147, 2020-02-17
861, 39, 580, 2019-01-16
862, 25, 525, 2019-06-17
863, 77, 943, 2019-01-27
864, 11, 283, 2018-11-08
865, 67, 106, 2020-02-29
866, 12, 111, 2020-09-17
867, 66, 594, 2019-06-04
868, 41, 494, 2019-09-21
869, 74, 444, 2019-10-23
870, 16, 151, 2019-02-02
871, 49, 734, 2019-07-19
872, 44, 962, 2020-08-03
873, 58, 78, 2019-12-24
874, 5, 188, 2020-09-10
